ID_Transacao,Item,Valor_Item,Data,Hora
352,Água de Coco,10.0,2025-01-19,11:00:00
352,Caipirinha de Limão,22.0,2025-01-19,11:00:00
352,Feijoada Completa,55.0,2025-01-19,11:00:00
352,Coxinha de Frango,10.0,2025-01-19,11:00:00
353,Prato Feito (PF),28.0,2025-01-13,20:00:00
353,Moqueca de Peixe,75.0,2025-01-13,20:00:00
353,Suco de Laranja,9.0,2025-01-13,20:00:00
354,Prato Feito (PF),28.0,2025-01-24,16:00:00
355,Moqueca de Peixe,75.0,2025-01-20,14:00:00
356,Suco de Laranja,9.0,2025-01-13,11:00:00
357,Pão de Queijo (Porção),15.0,2025-01-10,15:00:00
358,Água de Coco,10.0,2025-01-26,19:00:00
358,Pudim de Leite,12.0,2025-01-26,19:00:00
358,Prato Feito (PF),28.0,2025-01-26,19:00:00
358,Suco de Laranja,9.0,2025-01-26,19:00:00
358,Brigadeiro Gourmet,8.0,2025-01-26,19:00:00
359,Caipirinha de Limão,22.0,2025-01-06,22:00:00
360,Cerveja Artesanal,18.0,2025-01-09,16:00:00
360,Pudim de Leite,12.0,2025-01-09,16:00:00
360,Café Coado,6.0,2025-01-09,16:00:00
361,Suco de Laranja,9.0,2025-01-04,14:00:00
361,Pudim de Leite,12.0,2025-01-04,14:00:00
361,Caipirinha de Limão,22.0,2025-01-04,14:00:00
362,Caipirinha de Limão,22.0,2025-01-30,20:00:00
362,Coxinha de Frango,10.0,2025-01-30,20:00:00
362,Feijoada Completa,55.0,2025-01-30,20:00:00
363,Brigadeiro Gourmet,8.0,2025-01-15,20:00:00
363,Pudim de Leite,12.0,2025-01-15,20:00:00
364,Café Coado,6.0,2025-01-03,13:00:00
365,Arroz Carreteiro,38.0,2025-01-31,13:00:00
365,Cerveja Artesanal,18.0,2025-01-31,13:00:00
366,Caipirinha de Limão,22.0,2025-01-06,20:00:00
366,Cerveja Artesanal,18.0,2025-01-06,20:00:00
366,Pudim de Leite,12.0,2025-01-06,20:00:00
366,Feijoada Completa,55.0,2025-01-06,20:00:00
367,Prato Feito (PF),28.0,2025-01-27,16:00:00
367,Moqueca de Peixe,75.0,2025-01-27,16:00:00
367,Cerveja Artesanal,18.0,2025-01-27,16:00:00
368,Guaraná Antarctica,7.0,2025-01-31,18:00:00
368,Pão de Queijo (Porção),15.0,2025-01-31,18:00:00
368,Suco de Laranja,9.0,2025-01-31,18:00:00
369,Prato Feito (PF),28.0,2025-01-07,14:00:00
370,Café Coado,6.0,2025-01-27,15:00:00
371,Arroz Carreteiro,38.0,2025-01-14,20:00:00
371,Cerveja Artesanal,18.0,2025-01-14,20:00:00
372,Suco de Laranja,9.0,2025-01-02,19:00:00
373,Prato Feito (PF),28.0,2025-01-13,17:00:00
373,Brigadeiro Gourmet,8.0,2025-01-13,17:00:00
373,Suco de Laranja,9.0,2025-01-13,17:00:00
374,Pudim de Leite,12.0,2025-01-06,17:00:00
374,Prato Feito (PF),28.0,2025-01-06,17:00:00
374,Brigadeiro Gourmet,8.0,2025-01-06,17:00:00
374,Arroz Carreteiro,38.0,2025-01-06,17:00:00
374,Pão de Queijo (Porção),15.0,2025-01-06,17:00:00
375,Coxinha de Frango,10.0,2025-01-31,22:00:00
375,Feijoada Completa,55.0,2025-01-31,22:00:00
376,Brigadeiro Gourmet,8.0,2025-01-06,22:00:00
376,Arroz Carreteiro,38.0,2025-01-06,22:00:00
376,Suco de Laranja,9.0,2025-01-06,22:00:00
377,Prato Feito (PF),28.0,2025-01-06,17:00:00
377,Pão de Queijo (Porção),15.0,2025-01-06,17:00:00
378,Caipirinha de Limão,22.0,2025-01-07,18:00:00
378,Café Coado,6.0,2025-01-07,18:00:00
378,Feijoada Completa,55.0,2025-01-07,18:00:00
379,Cerveja Artesanal,18.0,2025-01-15,21:00:00
380,Água de Coco,10.0,2025-01-04,14:00:00
381,Pudim de Leite,12.0,2025-01-18,19:00:00
381,Caipirinha de Limão,22.0,2025-01-18,19:00:00
381,Feijoada Completa,55.0,2025-01-18,19:00:00
381,Coxinha de Frango,10.0,2025-01-18,19:00:00
381,Brigadeiro Gourmet,8.0,2025-01-18,19:00:00
382,Caipirinha de Limão,22.0,2025-01-03,20:00:00
382,Cerveja Artesanal,18.0,2025-01-03,20:00:00
382,Pudim de Leite,12.0,2025-01-03,20:00:00
382,Feijoada Completa,55.0,2025-01-03,20:00:00
383,Água de Coco,10.0,2025-01-22,19:00:00
383,Café Coado,6.0,2025-01-22,19:00:00
384,Água de Coco,10.0,2025-01-10,17:00:00
385,Prato Feito (PF),28.0,2025-01-17,11:00:00
385,Arroz Carreteiro,38.0,2025-01-17,11:00:00
385,Pudim de Leite,12.0,2025-01-17,11:00:00
386,Prato Feito (PF),28.0,2025-01-20,11:00:00
386,Pão de Queijo (Porção),15.0,2025-01-20,11:00:00
386,Pudim de Leite,12.0,2025-01-20,11:00:00
386,Caipirinha de Limão,22.0,2025-01-20,11:00:00
387,Feijoada Completa,55.0,2025-01-12,15:00:00
388,Moqueca de Peixe,75.0,2025-01-06,16:00:00
388,Pudim de Leite,12.0,2025-01-06,16:00:00
388,Café Coado,6.0,2025-01-06,16:00:00
389,Cerveja Artesanal,18.0,2025-01-04,16:00:00
389,Pudim de Leite,12.0,2025-01-04,16:00:00
389,Café Coado,6.0,2025-01-04,16:00:00
390,Guaraná Antarctica,7.0,2025-01-12,17:00:00
391,Feijoada Completa,55.0,2025-01-09,17:00:00
392,Água de Coco,10.0,2025-01-07,19:00:00
393,Água de Coco,10.0,2025-01-04,22:00:00
393,Suco de Laranja,9.0,2025-01-04,22:00:00
394,Caipirinha de Limão,22.0,2025-01-24,15:00:00
394,Coxinha de Frango,10.0,2025-01-24,15:00:00
394,Feijoada Completa,55.0,2025-01-24,15:00:00
395,Prato Feito (PF),28.0,2025-01-14,22:00:00
395,Pão de Queijo (Porção),15.0,2025-01-14,22:00:00
395,Pudim de Leite,12.0,2025-01-14,22:00:00
396,Prato Feito (PF),28.0,2025-01-16,21:00:00
396,Brigadeiro Gourmet,8.0,2025-01-16,21:00:00
396,Guaraná Antarctica,7.0,2025-01-16,21:00:00
397,Guaraná Antarctica,7.0,2025-01-08,20:00:00
397,Coxinha de Frango,10.0,2025-01-08,20:00:00
397,Feijoada Completa,55.0,2025-01-08,20:00:00
398,Caipirinha de Limão,22.0,2025-01-22,11:00:00
398,Pudim de Leite,12.0,2025-01-22,11:00:00
398,Feijoada Completa,55.0,2025-01-22,11:00:00
399,Guaraná Antarctica,7.0,2025-01-31,14:00:00
400,Caipirinha de Limão,22.0,2025-01-19,15:00:00
400,Moqueca de Peixe,75.0,2025-01-19,15:00:00
400,Café Coado,6.0,2025-01-19,15:00:00
400,Feijoada Completa,55.0,2025-01-19,15:00:00
401,Prato Feito (PF),28.0,2025-01-05,20:00:00
401,Cerveja Artesanal,18.0,2025-01-05,20:00:00
401,Feijoada Completa,55.0,2025-01-05,20:00:00
402,Brigadeiro Gourmet,8.0,2025-01-17,15:00:00
402,Arroz Carreteiro,38.0,2025-01-17,15:00:00
402,Café Coado,6.0,2025-01-17,15:00:00
403,Caipirinha de Limão,22.0,2025-01-18,17:00:00
403,Água de Coco,10.0,2025-01-18,17:00:00
403,Suco de Laranja,9.0,2025-01-18,17:00:00
403,Feijoada Completa,55.0,2025-01-18,17:00:00
404,Água de Coco,10.0,2025-01-27,21:00:00
404,Pudim de Leite,12.0,2025-01-27,21:00:00
404,Caipirinha de Limão,22.0,2025-01-27,21:00:00
404,Feijoada Completa,55.0,2025-01-27,21:00:00
404,Coxinha de Frango,10.0,2025-01-27,21:00:00
405,Prato Feito (PF),28.0,2025-01-28,22:00:00
405,Pão de Queijo (Porção),15.0,2025-01-28,22:00:00
405,Guaraná Antarctica,7.0,2025-01-28,22:00:00
406,Caipirinha de Limão,22.0,2025-01-01,16:00:00
406,Suco de Laranja,9.0,2025-01-01,16:00:00
406,Pudim de Leite,12.0,2025-01-01,16:00:00
406,Feijoada Completa,55.0,2025-01-01,16:00:00
407,Prato Feito (PF),28.0,2025-01-19,18:00:00
408,Prato Feito (PF),28.0,2025-01-19,22:00:00
408,Água de Coco,10.0,2025-01-19,22:00:00
408,Guaraná Antarctica,7.0,2025-01-19,22:00:00
409,Prato Feito (PF),28.0,2025-01-02,17:00:00
409,Pão de Queijo (Porção),15.0,2025-01-02,17:00:00
409,Pudim de Leite,12.0,2025-01-02,17:00:00
410,Caipirinha de Limão,22.0,2025-01-24,14:00:00
411,Arroz Carreteiro,38.0,2025-01-15,13:00:00
411,Suco de Laranja,9.0,2025-01-15,13:00:00
411,Feijoada Completa,55.0,2025-01-15,13:00:00
412,Arroz Carreteiro,38.0,2025-01-10,15:00:00
412,Cerveja Artesanal,18.0,2025-01-10,15:00:00
413,Água de Coco,10.0,2025-01-01,20:00:00
414,Cerveja Artesanal,18.0,2025-01-16,18:00:00
414,Café Coado,6.0,2025-01-16,18:00:00
414,Feijoada Completa,55.0,2025-01-16,18:00:00
415,Pão de Queijo (Porção),15.0,2025-01-23,12:00:00
415,Moqueca de Peixe,75.0,2025-01-23,12:00:00
415,Caipirinha de Limão,22.0,2025-01-23,12:00:00
416,Prato Feito (PF),28.0,2025-01-14,14:00:00
416,Brigadeiro Gourmet,8.0,2025-01-14,14:00:00
416,Moqueca de Peixe,75.0,2025-01-14,14:00:00
417,Prato Feito (PF),28.0,2025-01-19,18:00:00
417,Suco de Laranja,9.0,2025-01-19,18:00:00
417,Pudim de Leite,12.0,2025-01-19,18:00:00
417,Feijoada Completa,55.0,2025-01-19,18:00:00
418,Arroz Carreteiro,38.0,2025-01-07,21:00:00
418,Suco de Laranja,9.0,2025-01-07,21:00:00
418,Caipirinha de Limão,22.0,2025-01-07,21:00:00
419,Guaraná Antarctica,7.0,2025-01-31,18:00:00
419,Brigadeiro Gourmet,8.0,2025-01-31,18:00:00
420,Arroz Carreteiro,38.0,2025-01-03,16:00:00
420,Água de Coco,10.0,2025-01-03,16:00:00
421,Feijoada Completa,55.0,2025-01-28,20:00:00
422,Coxinha de Frango,10.0,2025-01-01,13:00:00
423,Prato Feito (PF),28.0,2025-01-24,22:00:00
423,Guaraná Antarctica,7.0,2025-01-24,22:00:00
423,Pudim de Leite,12.0,2025-01-24,22:00:00
424,Prato Feito (PF),28.0,2025-01-08,17:00:00
424,Pão de Queijo (Porção),15.0,2025-01-08,17:00:00
424,Água de Coco,10.0,2025-01-08,17:00:00
424,Pudim de Leite,12.0,2025-01-08,17:00:00
425,Moqueca de Peixe,75.0,2025-01-17,21:00:00
425,Feijoada Completa,55.0,2025-01-17,21:00:00
426,Pão de Queijo (Porção),15.0,2025-01-27,21:00:00
427,Cerveja Artesanal,18.0,2025-01-12,22:00:00
427,Pudim de Leite,12.0,2025-01-12,22:00:00
428,Pudim de Leite,12.0,2025-01-09,13:00:00
428,Prato Feito (PF),28.0,2025-01-09,13:00:00
428,Coxinha de Frango,10.0,2025-01-09,13:00:00
428,Suco de Laranja,9.0,2025-01-09,13:00:00
428,Arroz Carreteiro,38.0,2025-01-09,13:00:00
429,Prato Feito (PF),28.0,2025-01-05,14:00:00
429,Arroz Carreteiro,38.0,2025-01-05,14:00:00
429,Pudim de Leite,12.0,2025-01-05,14:00:00
429,Guaraná Antarctica,7.0,2025-01-05,14:00:00
430,Prato Feito (PF),28.0,2025-01-20,11:00:00
430,Suco de Laranja,9.0,2025-01-20,11:00:00
431,Prato Feito (PF),28.0,2025-01-31,16:00:00
431,Pão de Queijo (Porção),15.0,2025-01-31,16:00:00
431,Pudim de Leite,12.0,2025-01-31,16:00:00
432,Caipirinha de Limão,22.0,2025-01-30,11:00:00
432,Brigadeiro Gourmet,8.0,2025-01-30,11:00:00
432,Cerveja Artesanal,18.0,2025-01-30,11:00:00
432,Feijoada Completa,55.0,2025-01-30,11:00:00
433,Prato Feito (PF),28.0,2025-01-14,13:00:00
433,Arroz Carreteiro,38.0,2025-01-14,13:00:00
433,Feijoada Completa,55.0,2025-01-14,13:00:00
434,Prato Feito (PF),28.0,2025-01-05,12:00:00
434,Pudim de Leite,12.0,2025-01-05,12:00:00
435,Pudim de Leite,12.0,2025-01-07,22:00:00
436,Caipirinha de Limão,22.0,2025-01-09,19:00:00
436,Guaraná Antarctica,7.0,2025-01-09,19:00:00
436,Feijoada Completa,55.0,2025-01-09,19:00:00
437,Prato Feito (PF),28.0,2025-01-26,20:00:00
437,Pudim de Leite,12.0,2025-01-26,20:00:00
438,Guaraná Antarctica,7.0,2025-01-28,21:00:00
438,Pudim de Leite,12.0,2025-01-28,21:00:00
438,Prato Feito (PF),28.0,2025-01-28,21:00:00
438,Cerveja Artesanal,18.0,2025-01-28,21:00:00
438,Pão de Queijo (Porção),15.0,2025-01-28,21:00:00
439,Caipirinha de Limão,22.0,2025-01-23,19:00:00
439,Feijoada Completa,55.0,2025-01-23,19:00:00
440,Água de Coco,10.0,2025-01-24,20:00:00
440,Feijoada Completa,55.0,2025-01-24,20:00:00
441,Café Coado,6.0,2025-01-15,15:00:00
442,Prato Feito (PF),28.0,2025-01-04,18:00:00
442,Pão de Queijo (Porção),15.0,2025-01-04,18:00:00
442,Cerveja Artesanal,18.0,2025-01-04,18:00:00
442,Feijoada Completa,55.0,2025-01-04,18:00:00
443,Prato Feito (PF),28.0,2025-01-04,14:00:00
443,Brigadeiro Gourmet,8.0,2025-01-04,14:00:00
443,Moqueca de Peixe,75.0,2025-01-04,14:00:00
444,Feijoada Completa,55.0,2025-01-24,18:00:00
445,Pão de Queijo (Porção),15.0,2025-01-06,16:00:00
445,Café Coado,6.0,2025-01-06,16:00:00
446,Água de Coco,10.0,2025-01-08,11:00:00
447,Água de Coco,10.0,2025-01-01,11:00:00
447,Pudim de Leite,12.0,2025-01-01,11:00:00
447,Café Coado,6.0,2025-01-01,11:00:00
448,Pudim de Leite,12.0,2025-01-03,11:00:00
449,Caipirinha de Limão,22.0,2025-01-09,19:00:00
449,Pão de Queijo (Porção),15.0,2025-01-09,19:00:00
449,Moqueca de Peixe,75.0,2025-01-09,19:00:00
449,Feijoada Completa,55.0,2025-01-09,19:00:00
450,Caipirinha de Limão,22.0,2025-01-13,13:00:00
451,Prato Feito (PF),28.0,2025-01-16,19:00:00
451,Guaraná Antarctica,7.0,2025-01-16,19:00:00
451,Cerveja Artesanal,18.0,2025-01-16,19:00:00
451,Pudim de Leite,12.0,2025-01-16,19:00:00
452,Arroz Carreteiro,38.0,2025-01-09,12:00:00
452,Pudim de Leite,12.0,2025-01-09,12:00:00
453,Prato Feito (PF),28.0,2025-01-31,21:00:00
453,Suco de Laranja,9.0,2025-01-31,21:00:00
453,Pudim de Leite,12.0,2025-01-31,21:00:00
453,Caipirinha de Limão,22.0,2025-01-31,21:00:00
454,Caipirinha de Limão,22.0,2025-01-21,20:00:00
454,Cerveja Artesanal,18.0,2025-01-21,20:00:00
454,Pudim de Leite,12.0,2025-01-21,20:00:00
454,Feijoada Completa,55.0,2025-01-21,20:00:00
455,Caipirinha de Limão,22.0,2025-01-15,21:00:00
455,Feijoada Completa,55.0,2025-01-15,21:00:00
455,Cerveja Artesanal,18.0,2025-01-15,21:00:00
455,Suco de Laranja,9.0,2025-01-15,21:00:00
455,Arroz Carreteiro,38.0,2025-01-15,21:00:00
456,Caipirinha de Limão,22.0,2025-01-26,13:00:00
456,Prato Feito (PF),28.0,2025-01-26,13:00:00
456,Guaraná Antarctica,7.0,2025-01-26,13:00:00
456,Feijoada Completa,55.0,2025-01-26,13:00:00
457,Prato Feito (PF),28.0,2025-01-20,11:00:00
457,Suco de Laranja,9.0,2025-01-20,11:00:00
457,Caipirinha de Limão,22.0,2025-01-20,11:00:00
458,Coxinha de Frango,10.0,2025-01-27,11:00:00
458,Pudim de Leite,12.0,2025-01-27,11:00:00
458,Café Coado,6.0,2025-01-27,11:00:00
459,Arroz Carreteiro,38.0,2025-01-17,16:00:00
459,Suco de Laranja,9.0,2025-01-17,16:00:00
459,Caipirinha de Limão,22.0,2025-01-17,16:00:00
460,Prato Feito (PF),28.0,2025-01-06,16:00:00
460,Pão de Queijo (Porção),15.0,2025-01-06,16:00:00
460,Cerveja Artesanal,18.0,2025-01-06,16:00:00
460,Feijoada Completa,55.0,2025-01-06,16:00:00
461,Prato Feito (PF),28.0,2025-01-27,17:00:00
461,Pão de Queijo (Porção),15.0,2025-01-27,17:00:00
461,Pudim de Leite,12.0,2025-01-27,17:00:00
461,Feijoada Completa,55.0,2025-01-27,17:00:00
462,Guaraná Antarctica,7.0,2025-01-15,11:00:00
462,Cerveja Artesanal,18.0,2025-01-15,11:00:00
462,Prato Feito (PF),28.0,2025-01-15,11:00:00
463,Arroz Carreteiro,38.0,2025-01-20,16:00:00
463,Moqueca de Peixe,75.0,2025-01-20,16:00:00
463,Pudim de Leite,12.0,2025-01-20,16:00:00
463,Feijoada Completa,55.0,2025-01-20,16:00:00
464,Pudim de Leite,12.0,2025-01-17,12:00:00
464,Caipirinha de Limão,22.0,2025-01-17,12:00:00
464,Feijoada Completa,55.0,2025-01-17,12:00:00
464,Prato Feito (PF),28.0,2025-01-17,12:00:00
464,Cerveja Artesanal,18.0,2025-01-17,12:00:00
465,Pão de Queijo (Porção),15.0,2025-01-24,20:00:00
465,Caipirinha de Limão,22.0,2025-01-24,20:00:00
466,Prato Feito (PF),28.0,2025-01-26,14:00:00
466,Pudim de Leite,12.0,2025-01-26,14:00:00
466,Feijoada Completa,55.0,2025-01-26,14:00:00
467,Prato Feito (PF),28.0,2025-01-25,16:00:00
467,Água de Coco,10.0,2025-01-25,16:00:00
467,Guaraná Antarctica,7.0,2025-01-25,16:00:00
468,Caipirinha de Limão,22.0,2025-01-25,12:00:00
468,Moqueca de Peixe,75.0,2025-01-25,12:00:00
468,Feijoada Completa,55.0,2025-01-25,12:00:00
469,Cerveja Artesanal,18.0,2025-01-01,22:00:00
469,Pudim de Leite,12.0,2025-01-01,22:00:00
470,Suco de Laranja,9.0,2025-01-08,13:00:00
471,Arroz Carreteiro,38.0,2025-01-26,18:00:00
472,Prato Feito (PF),28.0,2025-01-13,19:00:00
472,Pudim de Leite,12.0,2025-01-13,19:00:00
473,Água de Coco,10.0,2025-01-28,19:00:00
473,Pudim de Leite,12.0,2025-01-28,19:00:00
473,Café Coado,6.0,2025-01-28,19:00:00
473,Prato Feito (PF),28.0,2025-01-28,19:00:00
473,Pão de Queijo (Porção),15.0,2025-01-28,19:00:00
474,Arroz Carreteiro,38.0,2025-01-07,20:00:00
474,Café Coado,6.0,2025-01-07,20:00:00
475,Prato Feito (PF),28.0,2025-01-01,15:00:00
475,Moqueca de Peixe,75.0,2025-01-01,15:00:00
475,Pudim de Leite,12.0,2025-01-01,15:00:00
475,Feijoada Completa,55.0,2025-01-01,15:00:00
476,Guaraná Antarctica,7.0,2025-01-30,14:00:00
477,Brigadeiro Gourmet,8.0,2025-01-22,11:00:00
477,Arroz Carreteiro,38.0,2025-01-22,11:00:00
477,Prato Feito (PF),28.0,2025-01-22,11:00:00
478,Caipirinha de Limão,22.0,2025-01-12,15:00:00
478,Brigadeiro Gourmet,8.0,2025-01-12,15:00:00
478,Feijoada Completa,55.0,2025-01-12,15:00:00
479,Caipirinha de Limão,22.0,2025-01-03,21:00:00
479,Suco de Laranja,9.0,2025-01-03,21:00:00
479,Feijoada Completa,55.0,2025-01-03,21:00:00
480,Cerveja Artesanal,18.0,2025-01-16,21:00:00
481,Pudim de Leite,12.0,2025-01-22,13:00:00
481,Prato Feito (PF),28.0,2025-01-22,13:00:00
481,Coxinha de Frango,10.0,2025-01-22,13:00:00
481,Suco de Laranja,9.0,2025-01-22,13:00:00
481,Moqueca de Peixe,75.0,2025-01-22,13:00:00
482,Arroz Carreteiro,38.0,2025-01-03,16:00:00
482,Moqueca de Peixe,75.0,2025-01-03,16:00:00
482,Suco de Laranja,9.0,2025-01-03,16:00:00
483,Prato Feito (PF),28.0,2025-01-20,11:00:00
483,Coxinha de Frango,10.0,2025-01-20,11:00:00
483,Água de Coco,10.0,2025-01-20,11:00:00
483,Pudim de Leite,12.0,2025-01-20,11:00:00
484,Coxinha de Frango,10.0,2025-01-29,20:00:00
484,Cerveja Artesanal,18.0,2025-01-29,20:00:00
485,Suco de Laranja,9.0,2025-01-05,16:00:00
485,Feijoada Completa,55.0,2025-01-05,16:00:00
486,Brigadeiro Gourmet,8.0,2025-01-29,17:00:00
486,Feijoada Completa,55.0,2025-01-29,17:00:00
487,Moqueca de Peixe,75.0,2025-01-23,13:00:00
487,Feijoada Completa,55.0,2025-01-23,13:00:00
488,Caipirinha de Limão,22.0,2025-01-14,12:00:00
489,Prato Feito (PF),28.0,2025-01-13,20:00:00
489,Pudim de Leite,12.0,2025-01-13,20:00:00
490,Prato Feito (PF),28.0,2025-01-20,14:00:00
490,Pão de Queijo (Porção),15.0,2025-01-20,14:00:00
490,Guaraná Antarctica,7.0,2025-01-20,14:00:00
491,Guaraná Antarctica,7.0,2025-01-24,13:00:00
491,Brigadeiro Gourmet,8.0,2025-01-24,13:00:00
491,Coxinha de Frango,10.0,2025-01-24,13:00:00
492,Prato Feito (PF),28.0,2025-01-25,17:00:00
492,Cerveja Artesanal,18.0,2025-01-25,17:00:00
492,Pudim de Leite,12.0,2025-01-25,17:00:00
492,Caipirinha de Limão,22.0,2025-01-25,17:00:00
493,Pão de Queijo (Porção),15.0,2025-01-07,15:00:00
494,Arroz Carreteiro,38.0,2025-01-24,16:00:00
494,Feijoada Completa,55.0,2025-01-24,16:00:00
495,Feijoada Completa,55.0,2025-01-22,16:00:00
496,Prato Feito (PF),28.0,2025-01-23,20:00:00
496,Pudim de Leite,12.0,2025-01-23,20:00:00
496,Café Coado,6.0,2025-01-23,20:00:00
497,Prato Feito (PF),28.0,2025-01-07,21:00:00
497,Água de Coco,10.0,2025-01-07,21:00:00
497,Pudim de Leite,12.0,2025-01-07,21:00:00
497,Caipirinha de Limão,22.0,2025-01-07,21:00:00
498,Caipirinha de Limão,22.0,2025-01-06,19:00:00
498,Pão de Queijo (Porção),15.0,2025-01-06,19:00:00
498,Feijoada Completa,55.0,2025-01-06,19:00:00
499,Prato Feito (PF),28.0,2025-01-30,20:00:00
499,Cerveja Artesanal,18.0,2025-01-30,20:00:00
499,Coxinha de Frango,10.0,2025-01-30,20:00:00
499,Pudim de Leite,12.0,2025-01-30,20:00:00
500,Prato Feito (PF),28.0,2025-01-25,11:00:00
500,Café Coado,6.0,2025-01-25,11:00:00
500,Caipirinha de Limão,22.0,2025-01-25,11:00:00
501,Brigadeiro Gourmet,8.0,2025-01-17,20:00:00
501,Pão de Queijo (Porção),15.0,2025-01-17,20:00:00
501,Cerveja Artesanal,18.0,2025-01-17,20:00:00
502,Pudim de Leite,12.0,2025-01-09,21:00:00
502,Prato Feito (PF),28.0,2025-01-09,21:00:00
502,Coxinha de Frango,10.0,2025-01-09,21:00:00
502,Brigadeiro Gourmet,8.0,2025-01-09,21:00:00
502,Pão de Queijo (Porção),15.0,2025-01-09,21:00:00
503,Café Coado,6.0,2025-01-12,20:00:00
503,Caipirinha de Limão,22.0,2025-01-12,20:00:00
504,Moqueca de Peixe,75.0,2025-01-07,15:00:00
505,Guaraná Antarctica,7.0,2025-01-02,13:00:00
505,Feijoada Completa,55.0,2025-01-02,13:00:00
506,Cerveja Artesanal,18.0,2025-01-22,20:00:00
506,Café Coado,6.0,2025-01-22,20:00:00
507,Cerveja Artesanal,18.0,2025-01-10,22:00:00
508,Prato Feito (PF),28.0,2025-01-17,21:00:00
508,Suco de Laranja,9.0,2025-01-17,21:00:00
509,Caipirinha de Limão,22.0,2025-01-24,16:00:00
509,Pudim de Leite,12.0,2025-01-24,16:00:00
509,Café Coado,6.0,2025-01-24,16:00:00
509,Feijoada Completa,55.0,2025-01-24,16:00:00
510,Pão de Queijo (Porção),15.0,2025-01-06,19:00:00
511,Pão de Queijo (Porção),15.0,2025-01-04,17:00:00
512,Caipirinha de Limão,22.0,2025-01-28,14:00:00
512,Café Coado,6.0,2025-01-28,14:00:00
512,Feijoada Completa,55.0,2025-01-28,14:00:00
513,Prato Feito (PF),28.0,2025-01-22,17:00:00
513,Coxinha de Frango,10.0,2025-01-22,17:00:00
513,Pudim de Leite,12.0,2025-01-22,17:00:00
513,Água de Coco,10.0,2025-01-22,17:00:00
514,Prato Feito (PF),28.0,2025-01-15,19:00:00
514,Cerveja Artesanal,18.0,2025-01-15,19:00:00
514,Pudim de Leite,12.0,2025-01-15,19:00:00
514,Suco de Laranja,9.0,2025-01-15,19:00:00
515,Guaraná Antarctica,7.0,2025-01-13,16:00:00
515,Pudim de Leite,12.0,2025-01-13,16:00:00
515,Caipirinha de Limão,22.0,2025-01-13,16:00:00
515,Feijoada Completa,55.0,2025-01-13,16:00:00
515,Prato Feito (PF),28.0,2025-01-13,16:00:00
516,Pudim de Leite,12.0,2025-01-10,11:00:00
517,Suco de Laranja,9.0,2025-01-04,22:00:00
517,Feijoada Completa,55.0,2025-01-04,22:00:00
518,Guaraná Antarctica,7.0,2025-01-28,16:00:00
518,Água de Coco,10.0,2025-01-28,16:00:00
518,Feijoada Completa,55.0,2025-01-28,16:00:00
519,Pão de Queijo (Porção),15.0,2025-01-25,11:00:00
519,Moqueca de Peixe,75.0,2025-01-25,11:00:00
519,Coxinha de Frango,10.0,2025-01-25,11:00:00
520,Coxinha de Frango,10.0,2025-01-01,11:00:00
520,Cerveja Artesanal,18.0,2025-01-01,11:00:00
521,Caipirinha de Limão,22.0,2025-01-30,21:00:00
521,Café Coado,6.0,2025-01-30,21:00:00
521,Feijoada Completa,55.0,2025-01-30,21:00:00
522,Prato Feito (PF),28.0,2025-01-08,14:00:00
522,Suco de Laranja,9.0,2025-01-08,14:00:00
522,Café Coado,6.0,2025-01-08,14:00:00
522,Água de Coco,10.0,2025-01-08,14:00:00
523,Brigadeiro Gourmet,8.0,2025-01-12,17:00:00
523,Feijoada Completa,55.0,2025-01-12,17:00:00
523,Caipirinha de Limão,22.0,2025-01-12,17:00:00
524,Pudim de Leite,12.0,2025-01-20,14:00:00
525,Prato Feito (PF),28.0,2025-01-06,20:00:00
525,Coxinha de Frango,10.0,2025-01-06,20:00:00
525,Pudim de Leite,12.0,2025-01-06,20:00:00
526,Arroz Carreteiro,38.0,2025-01-26,21:00:00
526,Água de Coco,10.0,2025-01-26,21:00:00
526,Feijoada Completa,55.0,2025-01-26,21:00:00
527,Pudim de Leite,12.0,2025-01-01,20:00:00
528,Brigadeiro Gourmet,8.0,2025-01-04,19:00:00
528,Água de Coco,10.0,2025-01-04,19:00:00
528,Caipirinha de Limão,22.0,2025-01-04,19:00:00
529,Prato Feito (PF),28.0,2025-01-22,11:00:00
529,Coxinha de Frango,10.0,2025-01-22,11:00:00
529,Água de Coco,10.0,2025-01-22,11:00:00
530,Arroz Carreteiro,38.0,2025-01-23,19:00:00
530,Pão de Queijo (Porção),15.0,2025-01-23,19:00:00
530,Pudim de Leite,12.0,2025-01-23,19:00:00
531,Arroz Carreteiro,38.0,2025-01-17,14:00:00
531,Coxinha de Frango,10.0,2025-01-17,14:00:00
532,Caipirinha de Limão,22.0,2025-01-11,12:00:00
532,Prato Feito (PF),28.0,2025-01-11,12:00:00
532,Cerveja Artesanal,18.0,2025-01-11,12:00:00
532,Feijoada Completa,55.0,2025-01-11,12:00:00
533,Moqueca de Peixe,75.0,2025-01-09,17:00:00
533,Água de Coco,10.0,2025-01-09,17:00:00
534,Pão de Queijo (Porção),15.0,2025-01-19,13:00:00
535,Brigadeiro Gourmet,8.0,2025-01-26,18:00:00
535,Coxinha de Frango,10.0,2025-01-26,18:00:00
536,Prato Feito (PF),28.0,2025-01-04,20:00:00
537,Prato Feito (PF),28.0,2025-01-20,17:00:00
